34.193.49.156,301,host,ru.duolingo.com,duo-api
54.89.23.229,301,host,ru.duolingo.com,duo-api
18.213.121.197,301,host,ru.duolingo.com,duo-api
54.225.111.61,301,host,ru.duolingo.com,duo-api
54.210.249.12,301,host,ru.duolingo.com,duo-api
54.165.40.136,404,host,sc.duolingo.com,nginx/1.4.6 (Ubuntu)
13.35.55.108,404,alias,static.duolingo.com,nginx/1.4.6 (Ubuntu)
13.35.55.108,404,host,d7mj4aqfscim2.cloudfront.net,nginx/1.4.6 (Ubuntu)
13.35.55.201,404,host,d7mj4aqfscim2.cloudfront.net,nginx/1.4.6 (Ubuntu)
13.35.55.166,404,host,d7mj4aqfscim2.cloudfront.net,nginx/1.4.6 (Ubuntu)
13.35.55.105,404,host,d7mj4aqfscim2.cloudfront.net,nginx/1.4.6 (Ubuntu)
104.16.51.111,301,alias,support.duolingo.com,cloudflare
104.16.51.111,301,alias,duolingotest.ssl.zendesk.com,cloudflare
104.16.51.111,301,host,duolingotest.zendesk.com,cloudflare
104.16.53.111,301,host,duolingotest.zendesk.com,cloudflare
54.165.40.136,,host,t.duolingo.com,
34.193.49.156,301,host,th.duolingo.com,duo-api
34.237.57.93,301,host,th.duolingo.com,duo-api
3.94.217.247,301,host,th.duolingo.com,duo-api
54.209.183.192,301,host,th.duolingo.com,duo-api
52.201.100.33,301,host,th.duolingo.com,duo-api
3.224.232.161,301,host,th.duolingo.com,duo-api
54.210.249.12,301,host,th.duolingo.com,duo-api
54.89.23.229,301,host,th.duolingo.com,duo-api
54.210.249.12,301,host,tr.duolingo.com,duo-api
3.94.217.247,301,host,tr.duolingo.com,duo-api
52.70.34.7,301,host,tr.duolingo.com,duo-api
34.193.49.156,301,host,tr.duolingo.com,duo-api
34.237.57.93,301,host,tr.duolingo.com,duo-api
18.213.121.197,301,host,tr.duolingo.com,duo-api
34.194.227.229,301,host,tr.duolingo.com,duo-api
54.89.23.229,301,host,tr.duolingo.com,duo-api
34.193.49.156,301,host,uk.duolingo.com,duo-api
3.224.232.161,301,host,uk.duolingo.com,duo-api
52.70.34.7,301,host,uk.duolingo.com,duo-api
54.210.249.12,301,host,uk.duolingo.com,duo-api
34.237.57.93,301,host,uk.duolingo.com,duo-api
18.213.121.197,301,host,uk.duolingo.com,duo-api
3.94.217.247,301,host,uk.duolingo.com,duo-api
52.201.100.33,301,host,uk.duolingo.com,duo-api
34.194.227.229,301,host,vi.duolingo.com,duo-api
34.193.49.156,301,host,vi.duolingo.com,duo-api
18.213.121.197,301,host,vi.duolingo.com,duo-api
54.89.23.229,301,host,vi.duolingo.com,duo-api
54.210.249.12,301,host,vi.duolingo.com,duo-api
52.70.34.7,301,host,vi.duolingo.com,duo-api
34.237.57.93,301,host,vi.duolingo.com,duo-api
3.94.217.247,301,host,vi.duolingo.com,duo-api
204.194.30.164,,host,video.duolingo.com,
3.224.232.161,301,host,www.duolingo.com,duo-api
54.225.111.61,301,host,www.duolingo.com,duo-api
54.209.183.192,301,host,www.duolingo.com,duo-api
34.194.227.229,301,host,www.duolingo.com,duo-api
34.193.49.156,301,host,www.duolingo.com,duo-api
54.210.249.12,301,host,www.duolingo.com,duo-api
52.70.34.7,301,host,www.duolingo.com,duo-api
18.213.121.197,301,host,www.duolingo.com,duo-api
